"TOWNSHIP CON LOT","UTM","DATE CNTR","CASING DIA","WATER","PUMP TEST","WELL USE","SCREEN","WELL","FORMATION"
"OTTAWA CITY   ","18 438346 5021222 W","1959-07 3504","5    5    ","FR 0135 ","28/42/5/1:0","CO ","","1507886 () ","MSND 0038 LMSN 0135 "
"OTTAWA CITY   ","18 440596 5022522 W","1957-09 4216","5    5    ","FR 0090 ","15/17/10/1:0","DO ","","1507885 () ","CLAY 0030 LMSN 0145 "
"OTTAWA CITY   ","18 439551 5021902 W","1956-12 3114","4    4    ","FR 0134 ","50/50/7/0:30","DO ","","1507884 () ","PRDG 0019 CLAY 0051 MSND 0052 GREY LMSN 0134 "
"OTTAWA CITY   ","18 443691 5024322 W","1956-06 1603","3    3    ","FR 0095 ","11/27/12/3:0","DO ","","1507883 () ","CLAY 0033 GRVL 0043 SHLE 0052 LMSN 0095 "
"OTTAWA CITY   ","18 443431 5024172 W","1956-06 1603","3    3    ","FR 0095 ","8/27/10/3:0","DO ","","1507882 () ","BLUE CLAY 0024 GRVL 0033 BRWN SHLE 0050 BLUE LMSN 0095 "
"OTTAWA CITY   ","18 438391 5021242 W","1954-10 3601","4    4    ","FR 0070 ","33//10/1:0","DO ","","1507870 () ","LOAM 0007 MSND 0034 LMSN 0117 "
"OTTAWA CITY   ","18 443721 5024342 W","1956-05 1603","3    3    ","FR 0095 ","13/27/10/3:0","DO ","","1507880 () ","CLAY 0033 GRVL 0042 SHLE 0051 LMSN 0095 "
"OTTAWA CITY   ","18 441521 5022982 W","1950-08 3725","3    3    ","FR 0050 ","8/12/10/0:10","DO ","","1507854 () ","LOAM 0002 BLUE CLAY 0008 GREY LMSN 0050 "
"OTTAWA CITY   ","18 443166 5023992 W","1955-09 3718","5    5    ","FR 0070 ","35/40/5/1:0","DO ","","1507878 () ","CLAY 0049 GREY LMSN 0090 "
"OTTAWA CITY   ","18 443296 5024072 W","1955-03 1801","2    2    ","FR 0100 ","21/22/2/4:0","DO ","","1507877 () ","CLAY 0060 LMSN 0112 "
"OTTAWA CITY   ","18 443296 5024072 W","1955-03 1801","2    2    ","FR 0100 ","10/20/5/14:0","DO ","","1507876 () ","CLAY 0045 LMSN 0100 "
"OTTAWA CITY   ","18 443401 5024142 W","1955-03 1801","2    2    ","FR 0080 ","9/20/5/12:0","DO ","","1507875 () ","CLAY 0042 LMSN 0097 "
"OTTAWA CITY   ","18 443481 5024192 W","1955-02 1801","2    2    ","FR 0095 ","6/20/5/12:0","DO ","","1507874 () ","CLAY 0048 LMSN 0102 "
"OTTAWA CITY   ","18 443551 5024242 W","1955-02 1801","2    2    ","FR 0090 ","6/20/5/10:0","DO ","","1507873 () ","CLAY 0042 LMSN 0101 "
"OTTAWA CITY   ","18 443591 5024252 W","1956-06 1603","3    3    ","FR 0094 ","13/27/10/3:0","DO ","","1507881 () ","CLAY 0033 GRVL 0042 SHLE 0051 LMSN 0094 "
"OTTAWA CITY   ","18 451511 5027152 W","1955-12 1802","2    2    ","FR 0061 ","12/12/7/1:0","DO ","","1507828 () ","CLAY 0020 YLLW MSND 0031 LMSN 0061 "
"OTTAWA CITY   ","18 441491 5022982 W","1950-09 3728","4    4    ","FR 0050 ","8/12/3/0:30","DO ","","1507856 () ","LOAM 0002 BLUE CLAY HPAN 0015 GREY LMSN 0050 "
"OTTAWA CITY   ","18 449071 5022362 W","1956-04 1802","3    ","SU 0090 ","2/20/6/1:0","DO ","","1507835 () ","CLAY 0060 MSND 0090 "
"OTTAWA CITY   ","18 446956 5025782 W","1957-02 3566","6    6    ","FR 0120 ","15/100/1/24:0","IN ","","1507834 () ","CLAY 0030 MSND CLAY 0057 SHLE 0293 "
"OTTAWA CITY   ","18 447271 5026162 W","1957-03 1802","3    3    ","","","","","1507833 ()  A","CLAY 0016 MSND 0020 LMSN 0501 "
"OTTAWA CITY   ","18 448511 5023402 W","1959-07 4216","5    ","FR 0057 ","-5//10/:","MN ","","1507832 () ","CLAY 0054 BRWN SHLE 0057 "
"OTTAWA CITY   ","18 451561 5026832 W","1959-10 3701","5    5    ","FR 0080 FR 0139 ","19/60/4/2:0","DO ","","1507831 () ","CLAY 0031 BRWN SHLE 0139 "
"OTTAWA CITY   ","18 449181 5022522 W","1954-09 1802","3    ","SU 0076 ","//10/:","DO ","","1507837 () ","CLAY 0060 GRVL 0076 "
"OTTAWA CITY   ","18 451426 5027162 W","1956-02 4216","4    4    ","FR 0052 ","17/20/6/0:30","DO ","","1507829 () ","MSND 0010 CLAY 0043 LMSN 0122 "
"OTTAWA CITY   ","18 449331 5022492 W","1953-09 1802","3    ","SU 0098 ","4/20/5/2:0","DO ","","1507838 () ","BLUE CLAY 0060 MSND 0085 GRVL 0098 "
"OTTAWA CITY   ","18 451671 5026992 W","1955-11 1802","2    2    ","FR 0065 ","10/23/2/2:0","DO ","","1507827 () ","YLLW MSND 0006 CLAY 0025 ROCK 0066 "
"OTTAWA CITY   ","18 451631 5026832 W","1955-11 1802","2    2    ","FR 0063 ","11/20/5/1:0","DO ","","1507826 () ","YLLW MSND 0008 CLAY 0026 ROCK 0064 "
"OTTAWA CITY   ","18 451591 5026952 W","1955-11 1802","2    2    ","FR 0060 ","11/20/5/2:0","DO ","","1507825 () ","MSND 0006 CLAY 0028 SHLE 0061 "
"OTTAWA CITY   ","18 451511 5027012 W","1955-08 1801","2    2    ","FR 0145 ","8/20/4/2:0","DO ","","1507824 () ","CLAY 0021 LMSN 0145 "
"OTTAWA CITY   ","18 451616 5026872 W","1955-07 1801","3    3    ","FR 0050 ","10/20/3/1:0","DO ","","1507822 () ","YLLW CLAY 0020 MSND 0027 LMSN 0054 "
"OTTAWA CITY   ","18 440031 5024247 W","1953-02 4833","5    5    ","FR 0120 ","19/25/5/0:20","DO ","","1508025 () ","LOAM 0006 LMSN 0128 "
"OTTAWA CITY   ","18 451526 5027122 W","1956-10 2311","4    4    ","FR 0080 FR 0103 ","15/45/3/1:0","DO ","","1507830 () ","BLUE CLAY 0030 CLAY GRVL 0035 SHLE 0125 "
"OTTAWA CITY   ","18 449256 5022412 W","1963-12 3504","5    ","FR 0095 ","10/15/10/8:0","DO ","","1507845 () ","MSND 0075 GRVL 0095 "
"OTTAWA CITY   ","18 441761 5023152 W","1950-07 3728","6    6    ","FR 0060 ","10/12/13/0:30","DO ","","1507853 () ","LOAM 0002 BLUE CLAY MSND GRVL 0018 WHIT LMSN 0060 "
"OTTAWA CITY   ","18 437641 5023852 W","1950-06 3601","4    4    ","FR 0070 ","7/7/5/1:0","DO ","","1507852 () ","GREY LMSN 0072 "
"OTTAWA CITY   ","18 441521 5023002 W","1950-06 3728","4    4    ","FR 0060 ","10/12/10/5:0","DO ","","1507851 () ","LOAM 0002 BLUE CLAY MSND HPAN 0020 WHIT LMSN 0060 "
"OTTAWA CITY   ","18 441746 5023132 W","1950-06 3728","4    4    ","FR 0060 ","10/12/12/0:30","DO ","","1507850 () ","LOAM 0002 BLUE CLAY HPAN MSND 0018 WHIT LMSN 0060 "
"OTTAWA CITY   ","18 442771 5023832 W","1950-04 3725","4    4    ","FR 0019 ","15//80/0:25","DO ","","1507849 () ","CLAY 0007 SHLE 0025 LMSN 0050 "
"OTTAWA CITY   ","18 440071 5026432 W","1950-01 4832","4    4    ","FR 0030 FR 0085 FR 0117 ","10/12/2/0:10","DO ","","1507848 () ","MSND 0010 GRVL 0012 LMSN 0117 "
"OTTAWA CITY   ","18 449211 5022422 W","1955-09 1802","3    3    ","FR 0111 ","8/25/17/3:0","DO ","","1507836 () ","CLAY 0060 MSND 0098 LMSN 0111 "
"OTTAWA CITY   ","18 448331 5024282 W","1953-04 3718","","FR 0050 FR 0070 FR 0110 ","//8/2:0","DO ","","1507846 () ","BRWN CLAY 0002 BLCK SHLE LMSN 0135 "
"OTTAWA CITY   ","18 451551 5026842 W","1954-12 1107","4    4    ","FR 0107 ","12/26/8/1:0","DO ","","1507820 () ","LOAM MSND 0004 BLUE CLAY 0028 BLCK FSND 0032 BLCK SHLE 0065 GREY SHLE 0107 "
"OTTAWA CITY   ","18 448001 5022552 W","1961-10 3701","6    6    ","FR 0080 ","30/250/6/8:0","ST ","","1507844 () ","SILT 0020 LMSN 0260 "
"OTTAWA CITY   ","18 447971 5022532 W","1961-09 3701","6    ","FR 0080 ","30/400/3/4:0","NU ","","1507843 ()  A","SILT 0004 GREY LMSN 0455 "
"OTTAWA CITY   ","18 449251 5022482 W","1953-01 1802","3    3    ","MN 0090 ","","DO ","","1507842 () ","CLAY 0083 LMSN 0090 "
"OTTAWA CITY   ","18 447891 5024962 W","1951-08 3725","4    4    ","MN 0167 ","60/65/3/0:30","DO ","","1507841 () ","CLAY 0008 BLCK SLTE 0167 "
"OTTAWA CITY   ","18 449126 5022462 W","1953-01 1802","3    ","MN 0087 ","3/10/8/1:0","DO ","","1507840 () ","CLAY 0040 CLAY MSND 0087 "
"OTTAWA CITY   ","18 447716 5025162 W","1953-02 3725","4    4    ","MN 0100 SU 0140 ","15//3/0:30","CO ","","1507839 () ","BLUE CLAY 0020 SHLE 0153 "
"OTTAWA CITY   ","18 440084 5026459 W","1950-01 4832","4    4    ","FR 0117 ","107/117/2/0:10","DO ","","1507847 () ","MSND 0014 GRVL 0016 LMSN 0123 "
"OTTAWA CITY   ","18 447401 5025422 W","1952-12 3725","4    4    ","UK 0072 ","10/94/50/0:35","DO ","","1508202 () ","CLAY 0022 GRVL 0028 BLCK SHLE 0174 "
"OTTAWA CITY   ","18 440361 5024102 W","1952-06 3725","4    4    ","FR 0136 ","50/50/3/0:30","DO ","","1508209 () ","BLDR CLAY 0010 LMSN 0140 "
"OTTAWA CITY   ","18 440341 5024142 W","1952-05 3725","4    4    ","FR 0130 ","54/54/4/0:30","DO ","","1508208 () ","BLDR HPAN 0010 WHIT LMSN 0138 "
"OTTAWA CITY   ","18 440306 5024232 W","1952-03 3725","4    4    ","UK 0085 ","12///0:30","DO ","","1508207 () ","CLAY 0004 LMSN 0103 "
"OTTAWA CITY   ","18 440351 5024182 W","1952-03 3725","4    4    ","UK 0037 ","12/22/4/0:30","DO ","","1508206 () ","LOAM 0006 LMSN 0090 "
"OTTAWA CITY   ","18 440331 5024182 W","1952-03 3725","4    4    ","UK 0040 ","12/22/4/0:30","DO ","","1508205 () ","LOAM 0006 LMSN 0090 "
"OTTAWA CITY   ","18 440031 5024247 W","1953-01 4825","5    5    ","FR 0070 FR 0130 ","20/25/5/0:20","DO ","","1508023 () ","FILL 0006 LMSN 0135 "
"OTTAWA CITY   ","18 440271 5024362 W","1950-10 3725","6    6    ","FR 0040 ","14/20//:","DO ","","1508203 () ","CLAY 0010 BLUE SHLE 0060 "
"OTTAWA CITY   ","18 440301 5024272 W","1952-11 3725","4    4    ","UK 0059 ","16/38/80/0:20","DO ","","1508212 () ","CLAY 0009 BLUE LMSN 0064 "
"OTTAWA CITY   ","18 439771 5023842 W","1954-05 3566","","UK 0075 UK 0200 ","15/15/8/1:0","PS ","","1508201 () ","LOAM MSND 0006 LMSN 0200 "
"OTTAWA CITY   ","18 450916 5032703 W","1951-04 1107","4    4    ","UK 0120 ","21/30/8/1:0","DO ","","1508200 () ","LOAM CLAY 0002 GREY LMSN 0120 "
"OTTAWA CITY   ","18 450961 5032633 W","1950-03 1107","4    4    ","UK 0120 ","15/22/8/1:0","DO ","","1508199 () ","GREY LMSN 0120 "
"OTTAWA CITY   ","18 447981 5024892 W","1951-08 3725","4    4    ","SU 0160 ","50/55/3/0:30","DO ","","1508198 () ","CLAY 0006 BLCK SLTE 0172 "
"OTTAWA CITY   ","18 447911 5024832 W","1951-06 3725","4    4    ","SU 0160 ","50/60/3/0:30","PS ","","1508197 () ","CLAY 0008 BLCK SLTE 0197 "
"OTTAWA CITY   ","18 447931 5024892 W","1950-11 3566","4    4    ","UK 0140 UK 0155 UK 0180 ","80///:","DO ","","1508196 () ","SILT 0002 SHLE 0008 BRWN SHLE 0187 "
"OTTAWA CITY   ","18 440306 5024232 W","1951-10 3725","4    4    ","UK 0060 ","24//4/0:10","DO ","","1508204 () ","FILL 0004 LMSN 0060 "
"OTTAWA CITY   ","18 440551 5027462 W","1956-05 4825","4    4    ","FR 0040 ","10/12/6/0:30","DO ","","1508218 () ","LOAM 0002 LMSN 0042 "
"OTTAWA CITY   ","18 451631 5027332 W","1960-02 2311","4    ","FR 0092 ","20/60/3/1:0","DO ","","1508226 () ","CLAY GRVL 0035 SHLE 0125 "
"OTTAWA CITY   ","18 451421 5027242 W","1959-08 1802","3    3    ","FR 0085 ","12/25/2/2:0","DO ","","1508225 () ","BLUE CLAY 0030 MSND BLDR 0034 GREY LMSN 0085 "
"OTTAWA CITY   ","18 449296 5031382 W","1950-10 3725","4    4    ","FR 0045 ","36///:","DO ","","1508224 () ","CLAY 0015 ROCK 0077 "
"OTTAWA CITY   ","18 437311 5022722 W","1950-02 4832","4    4    ","FR 0060 FR 0112 FR 0123 ","30///:","DO ","","1508223 () ","MSND 0006 GRVL MSND 0026 FSND 0028 LMSN 0125 "
"OTTAWA CITY   ","18 437251 5022832 W","1950-01 4832","4    4    ","UK 0021 UK 0033 UK 0045 ","20//8/0:15","DO ","","1508222 () ","MSND GRVL 0010 LMSN 0048 "
"OTTAWA CITY   ","18 450131 5032863 W","1955-09 3566","5    5    ","FR 0159 ","30/100/7/1:0","DO ","","1508221 () ","LOAM 0002 LMSN 0159 "
"OTTAWA CITY   ","18 440286 5024312 W","1952-11 3725","4    4    ","FR 0040 UK 0060 ","15/15/95/0:30","DO ","","1508210 () ","BRWN CLAY 0008 BLUE LMSN 0027 BLUE ROCK 0065 "
"OTTAWA CITY   ","18   W","1941-02 0000","","UK ","7/135/22/24:0","CO ","","1508219 () ","CLAY MSND 0022 GRVL CLAY 0035 BLCK SHLE 0105 GREY LMSN 0759 LMSN SHLE 0780 LMSN 1198 SNDS 1332 "
"OTTAWA CITY   ","18 440401 5024022 W","1952-11 3725","4    4    4    ","FR 0070 FR 0120 FR 0125 ","40//3/0:30","DO ","","1508211 () ","BLUE CLAY 0008 BLCK CLAY 0049 BLUE LMSN 0130 "
"OTTAWA CITY   ","18 438011 5023182 W","1950-10 3566","4    4    ","FR 0090 FR 0125 FR 0129 ","26/36/8/1:0","DO ","","1508217 () ","SILT 0008 STNS MSND SILT 0028 GREN LMSN 0090 GREY LMSN 0129 "
"OTTAWA CITY   ","18 437971 5023262 W","1950-07 3601","4    4    ","FR 0090 ","18/18/3/1:0","DO ","","1508216 () ","GREY CLAY 0028 GREY LMSN 0100 "
"OTTAWA CITY   ","18 438051 5023222 W","1950-06 3601","4    4    ","UK 0095 ","35/40//1:0","DO ","","1508215 () ","CLAY 0025 GRVL 0030 LMSN 0098 "
"OTTAWA CITY   ","18 440361 5024292 W","1954-04 3566","5    5    ","FR 0070 FR 0090 ","15/19/8/1:0","DO ","","1508214 () ","CLAY STNS 0005 LMSN 0100 "
"OTTAWA CITY   ","18 440311 5023302 W","1953-03 3725","4    ","UK 0160 ","40/50/7/0:30","DO ","","1508213 () ","PRDR 0070 WHIT LMSN 0165 "
"OTTAWA CITY   ","18 439506 5023902 W","1951-08 3718","4    4    ","FR 0045 FR 0105 ","20/20/4/1:0","DO ","","1508193 () ","CLAY 0010 LMSN 0110 "
"OTTAWA CITY   ","18 450201 5032883 W","1955-08 3566","5    5    ","FR 0163 ","30/75/8/1:0","DO ","","1508220 () ","MSND BLDR 0012 LMSN 0163 "
"OTTAWA CITY   ","18 449261 5030882 W","1961-04 3504","6    6    ","FR 0040 ","8/24/20/6:0","AC ","","1508167 () ","LOAM 0002 SHLE 0100 "
"OTTAWA CITY   ","18 439391 5023962 W","1954-12 3566","5    5    ","FR 0082 ","23/38/10/1:0","DO ","","1508195 () ","FILL 0006 BRWN LMSN 0022 BLCK SHLE 0083 "
"OTTAWA CITY   ","18 450511 5032893 W","1952-06 3725","6    6    ","UK 0150 ","10/15/5/0:30","DO ","","1508175 () ","MSND GRVL 0004 WHIT LMSN 0174 "
"OTTAWA CITY   ","18 450406 5032808 W","1951-11 3725","5    5    ","FR 0110 ","28/35//:","DO ","","1508174 () ","LOAM 0002 WHIT LMSN 0130 "
"OTTAWA CITY   ","18 450436 5032753 W","1951-10 3725","5    5    ","UK 0090 UK 0120 ","29/33//:","DO ","","1508173 () ","LOAM 0004 WHIT LMSN 0138 "
"OTTAWA CITY   ","18 450291 5032903 W","1951-09 3725","5    5    ","FR 0060 ","28/38//:","DO ","","1508172 () ","FILL 0006 WHIT LMSN 0124 "
"OTTAWA CITY   ","18 450511 5032763 W","1951-02 3725","6    6    ","UK 0060 ","35/40//0:25","DO ","","1508171 () ","GRVL 0002 WHIT LMSN 0090 "
"OTTAWA CITY   ","18 450231 5032883 W","1953-03 3725","6    6    ","UK 0070 ","35/60/4/1:0","DO ","","1508177 () ","MSND GRVL 0010 GREY LMSN 0175 "
"OTTAWA CITY   ","18 445411 5022522 W","1963-02 3504","5    5    ","FR 0115 ","15/55/7/1:0","DO ","","1508169 () ","CLAY MSND STNS 0025 LMSN 0115 "
"OTTAWA CITY   ","18 450346 5032883 W","1953-09 3566","5    5    ","FR 0066 FR 0092 ","35/42/5/1:0","DO ","","1508178 () ","CLAY MSND BLDR 0015 BLUE LMSN 0045 BRWN LMSN 0096 "
"OTTAWA CITY   ","18 449266 5030862 W","1961-04 3504","6    6    ","FR 0040 ","8/25/20/8:0","AC ","","1508166 () ","LOAM 0002 SHLE 0200 "
"OTTAWA CITY   ","18 446451 5027002 W","1949-04 1107","8    8    ","SU 0280 ","32/50/40/8:0","AC ","","1508165 () ","GREY FSND 0083 GREY LMSN 0280 "
"OTTAWA CITY   ","18 441016 5024612 W","1954-10 3718","4    ","FR ","7/9//:","DO ","","1508164 () ","PRDR 0065 LMSN 0101 LMSN SHLE 0120 "
"OTTAWA CITY   ","18 438181 5023142 W","1950-10 3601","4    4    ","FR 0096 ","15/17/3/1:0","DO ","","1508163 () ","GREY CLAY 0030 GREY LMSN 0100 "
"OTTAWA CITY   ","18 437111 5023062 W","1950-07 4832","5    5    ","FR 0025 FR 0036 FR 0040 ","15///:","DO ","","1508162 () ","LOAM 0003 MSND 0014 LMSN 0040 "
"OTTAWA CITY   ","18 437111 5022912 W","1950-06 3601","4    4    ","FR 0060 ","15/18//1:0","MN ","","1508161 () ","CLAY 0004 SHLE 0060 "
"OTTAWA CITY   ","18 450421 5032953 W","1950-08 3725","5    5    ","UK 0070 ","17/30//:","DO ","","1508170 () ","CLAY 0008 WHIT LMSN 0085 "
"OTTAWA CITY   ","18 443936 5024267 W","1956-06 1603","3    3    ","FR 0072 ","20/27/10/3:0","DO ","","1508185 () ","BLUE CLAY 0027 GRVL 0036 SHLE 0055 BLUE LMSN 0072 "
"OTTAWA CITY   ","18 451451 5027252 W","1960-10 1802","6    6    ","","","","","1508229 ()  A","GREY CLAY 0032 GRVL MSND 0034 LMSN 0200 "
"OTTAWA CITY   ","18 439471 5023952 W","1951-08 3718","4    4    ","FR 0040 FR 0090 ","20/25/4/1:0","DO ","","1508192 () ","CLAY 0010 LMSN 0110 "
"OTTAWA CITY   ","18 439206 5024042 W","1950-05 3718","4    4    ","FR 0100 ","10/15/4/1:0","DO ","","1508191 () ","BLUE CLAY 0010 GREY LMSN 0100 "
"OTTAWA CITY   ","18 439321 5024022 W","1950-05 5448","5    5    ","UK 0090 ","15/25/7/0:30","DO ","","1508190 () ","CLAY 0006 LMSN 0090 "
"OTTAWA CITY   ","18 444246 5023722 W","1958-08 3566","5    5    ","FR 0254 ","45/230/25/48:0","PS ","","1508189 () ","CLAY 0050 CLAY MSND STNS 0091 LMSN 0254 "
"OTTAWA CITY   ","18 443961 5024182 W","1957-10 1603","3    3    ","FR 0083 ","24/30/5/3:0","DO ","","1508188 () ","CLAY 0030 GRVL MSND 0056 LMSN 0083 "
"OTTAWA CITY   ","18 450441 5032833 W","1952-10 3725","6    6    ","UK 0060 UK 0080 UK 0135 ","20/30/5/0:30","DO ","","1508176 () ","MSND GRVL 0003 WHIT LMSN 0143 "
"OTTAWA CITY   ","18 443991 5024092 W","1957-09 1603","3    3    3    ","FR 0087 ","22/25/5/1:30","DO ","","1508186 () ","CLAY 0030 BLDR GRVL 0055 LMSN 0087 "
"OTTAWA CITY   ","18 439361 5024022 W","1953-11 3718","4    ","UK ","20/25/15/0:15","DO ","","1508194 () ","PRDR 0050 SNDS 0105 "
"OTTAWA CITY   ","18 443991 5024132 W","1956-06 1603","3    3    ","FR 0094 ","20/27/10/3:0","DO ","","1508184 () ","BLUE CLAY 0028 GRVL 0036 BLCK SHLE 0048 BLUE LMSN 0094 "
"OTTAWA CITY   ","18 443376 5025657 W","1950-12 3718","4    4    ","FR 0035 ","8/8/4/1:0","DO ","","1508183 () ","GREY CLAY 0008 GREY LMSN 0043 "
"OTTAWA CITY   ","18 443831 5024532 W","1950-01 4832","4    4    ","FR 0045 FR 0068 ","18///:","DO ","","1508182 () ","LOAM 0003 HPAN 0016 LMSN 0070 "
"OTTAWA CITY   ","18 450326 5032853 W","1956-07 3566","5    5    ","FR 0136 ","20/40/5/0:30","DO ","","1508181 () ","LOAM MSND 0012 LMSN 0136 "
"OTTAWA CITY   ","18 450376 5032983 W","1955-08 3566","5    5    ","FR 0238 ","45/238/7/1:0","DO ","","1508180 () ","LMSN 0238 "
"OTTAWA CITY   ","18 450371 5032943 W","1955-03 4825","5    5    ","FR 0080 FR 0100 ","12/60/5/0:30","DO ","","1508179 () ","LOAM 0004 LMSN 0123 "
"OTTAWA CITY   ","18 444021 5024062 W","1957-10 1603","3    3    ","FR 0093 ","22/30/5/2:0","DO ","","1508187 () ","CLAY 0030 BLDR MSND 0050 LMSN 0093 "
"OTTAWA CITY   ","18 446037 5025012 W","1950-08 3566","4    4    ","FR 0080 FR 0092 ","21/24/7/1:0","DO ","","1508269 () ","GREY CLAY 0020 BLUE CLAY 0060 HPAN 0065 ROCK 0092 "
"OTTAWA CITY   ","18 437131 5023262 W","1956-07 3718","4    4    ","FR 0075 ","6/20/5/0:30","DO ","","1508262 () ","FILL GRVL QSND 0008 LMSN 0050 GREY LMSN SHLE 0075 "
"OTTAWA CITY   ","18 445286 5025052 W","1957-05 1107","6    ","","","","","1508276 ()  A","BRWN MSND 0002 RED  BLDR MSND 0042 GREY FSND 0118 "
"OTTAWA CITY   ","18 449031 5025302 W","1955-08 4216","5    5    ","FR 0068 ","12/87/1/0:15","DO ","","1508275 () ","CLAY 0015 SHLE LMSN 0087 "
"OTTAWA CITY   ","18 448541 5025342 W","1954-11 4825","5    5    ","FR 0100 FR 0120 ","5/20/5/0:30","DO ","","1508274 () ","CLAY STNS 0012 SHLE LMSN 0120 "
"OTTAWA CITY   ","18 446136 5025042 W","1953-11 1802","3    3    ","FR 0118 ","23/30/3/2:0","DO ","","1508273 () ","CLAY 0060 BLDR GRVL 0097 LMSN 0120 "
"OTTAWA CITY   ","18 446641 5025092 W","1951-11 3725","4    4    ","MN 0140 ","70//5/:","DO ","","1508272 () ","CLAY 0119 ROCK 0172 "
"OTTAWA CITY   ","18 447911 5025052 W","1962-05 1802","6    6    ","","","","","1508278 ()  A","BLCK SHLE 0240 "
"OTTAWA CITY   ","18 446956 5024972 W","1950-10 3725","4    4    ","FR 0048 ","2///:","DO ","","1508270 () ","CLAY 0061 GRVL 0067 "
"OTTAWA CITY   ","18 447651 5025122 W","1964-11 3504","5    5    ","SU 0110 ","9/90/4/1:0","CO PS ","","1508279 () ","LOAM 0018 BRWN SHLE 0110 "
"OTTAWA CITY   ","18 447871 5025272 W","1950-06 3725","5    5    ","MN 0065 ","20/20/6/0:30","DO IN ","","1508268 () ","LOAM 0020 SLTE 0091 "
"OTTAWA CITY   ","18 448021 5025062 W","1950-05 3725","4    4    ","MN 0090 ","17/25/3/0:30","DO ","","1508267 () ","CLAY 0007 BLCK SLTE 0130 "
"OTTAWA CITY   ","18 437081 5022722 W","1952-03 3601","4    4    ","FR 0080 ","20//4/1:0","DO ","","1508837 () ","CLAY 0010 GRVL 0020 LMSN 0080 "
"OTTAWA CITY   ","18 437096 5023202 W","1957-07 3601","4    4    ","FR 0042 ","4/6/3/1:0","DO ","","1508265 () ","CLAY 0007 GREY LMSN 0042 "
"OTTAWA CITY   ","18 440606 5024852 W","1951-08 5448","5    5    ","FR 0100 ","10/30/7/0:30","DO ","","1508793 () ","CLAY 0008 LMSN 0100 "
"OTTAWA CITY   ","18 451466 5027262 W","1960-07 1107","4    4    ","FR 0145 ","21/55/8/1:0","DO ","","1508227 () ","LOAM MSND 0004 BLUE CLAY 0040 BLCK FSND 0042 GREY SHLE 0145 "
"OTTAWA CITY   ","18 451341 5023762 W","1950-11 1114","4    4    ","FR 0090 ","-3///:","DO ","","1508271 () ","BRWN CLAY LOAM MSND 0006 BLUE CLAY 0040 GREY LMSN 0090 "
"OTTAWA CITY   ","18 437471 5022492 W","1953-06 3601","4    4    ","FR 0140 ","42//5/1:0","DO ","","1508286 () ","RED  MSND 0035 CLAY 0040 LMSN 0140 "
"OTTAWA CITY   ","18 437526 5022347 W","1953-11 3601","5    5    ","FR 0153 ","53//5/1:0","DO ","","1508294 () ","RED  MSND 0032 CLAY 0047 GRVL 0054 LMSN 0154 "
"OTTAWA CITY   ","18 437516 5022347 W","1953-11 3601","5    5    ","FR 0140 ","50//5/1:0","DO ","","1508293 () ","RED  MSND 0030 CLAY 0045 GRVL 0050 LMSN 0140 "
"OTTAWA CITY   ","18 437471 5022307 W","1953-11 3601","5    4    ","FR 0085 ","43//10/1:0","DO ","","1508292 () ","BRWN MSND 0038 BLUE CLAY 0055 GREY LMSN SHLE 0147 "
"OTTAWA CITY   ","18 437526 5022372 W","1953-10 3601","5    5    ","FR 0145 ","45//10/1:0","DO ","","1508291 () ","BRWN MSND 0055 GREY CLAY 0060 BLUE LMSN SHLE 0145 "
"OTTAWA CITY   ","18 437471 5022372 W","1953-10 3601","5    5    ","FR 0150 ","60///:","DO ","","1508290 () ","MSND 0032 CLAY 0048 GRVL 0050 LMSN 0150 "
"OTTAWA CITY   ","18 437471 5022492 W","1953-10 3601","5    5    ","FR 0150 ","60//5/1:0","DO ","","1508289 () ","MSND 0030 CLAY 0048 GRVL 0052 LMSN 0150 "
"OTTAWA CITY   ","18 445291 5025022 W","1957-06 1107","6    ","","","","","1508277 ()  A","BRWN MSND 0002 RED  BLDR MSND 0042 GREY FSND 0125 "
"OTTAWA CITY   ","18 437526 5022372 W","1953-07 3601","4    4    ","FR 0146 ","44//5/1:0","DO ","","1508287 () ","RED  MSND 0036 CLAY 0042 LMSN 0146 "
"OTTAWA CITY   ","18 437211 5023342 W","1955-08 3725","4    4    ","FR 0015 FR 0040 ","10/12/5/0:30","DO ","","1508261 () ","FILL 0005 QSND 0040 GREY LMSN 0080 "
"OTTAWA CITY   ","18 437491 5022462 W","1953-06 3601","5    5    ","FR 0155 ","55/55/5/1:0","DO ","","1508285 () ","RED  MSND 0032 GREY CLAY 0050 LMSN 0155 "
"OTTAWA CITY   ","18 437351 5022347 W","1953-06 3601","5    5    ","FR 0160 ","50/50/5/1:0","DO ","","1508284 () ","RED  MSND 0010 BLUE CLAY 0045 LMSN 0160 "
"OTTAWA CITY   ","18 437491 5022542 W","1953-06 3601","5    5    ","FR 0150 ","50/50/5/1:0","DO ","","1508283 () ","RED  MSND 0034 BLUE CLAY 0050 LMSN 0155 "
"OTTAWA CITY   ","18 437641 5023062 W","1959-05 3701","5    5    ","FR 0125 FR 0175 FR 0195 ","60/70/7/2:0","DO ","","1508282 () ","CLAY 0030 MSND 0060 HPAN GRVL 0074 LMSN 0195 "
